Variable,Original,Translation
ldstr.7406f0b09265e8f756828503d5b39c64, It's equipped with a reflex sight that allows for quick target acquisition.,
ldstr.617527c33f44bf5598e33de70d64b12e, It's equipped with a scope that has an integrated computer which can recognize general anatomy of mammals and insectoids.,
ldstr.bb23f9a38cc5fab66919f7e7be0feeb0, It's reinforced with additional metal plates.,
ldstr.cb9bcf23efa772085c9590ee36f799d8, It's sporting a shorter than regular barrel.,
ldstr.20f1a93834587f0ae5ec97ba870e1678, Its aiming precision is increased by the mounted scope.,
ldstr.c63de3dccf468afe9853e30961136ea3, Its reloading speed is enhanced by a pneumatic reloading mechanism mounted to its sides.,
ldstr.60d6dc87896d489586d000e9fb2062aa, Magazine capacity is increased throgh tube extension.,
ldstr.ea419d6f4755137102dfd9c90f1cd237, Pistol,
ldstr.a89907d794c5cfdcc44345c0896758f5, Skill,
ldstr.06f7fbc45e2a78fd51e561789e808b5d," Special ergonomic handle improves weapon control, especially when shooting on the move.",
ldstr.a8b5d48aa8a902fbd529d1125d9cccef, Stacks {3} times. If this poison is allowed to expire naturally it will then deal a great amount of damage which increases ever more rapidly with each stack.,
ldstr.e0ca5fd2c892b1def10c351b0b62ae06, Tactical,
ldstr.7682eae06ee9617af7aee668e7689948, The installed energy converter reduces the energy usage per shot.,
ldstr.f3e2a0e41cbc8e4265f36fcb9fd17c6e, The mounted pneumatic barrel retractor makes it more wieldy when used in close quarters combat.,
ldstr.2c87333379c02189404c44e728efbcd3, The polarizer attached below the emitter enables the energy projectile to make the target more vulnerable for subsequent attacks.,
ldstr.aee2dee96f01c5dfe7344f2828aa4498," The silencer will make sure almost no noise is emitted when fired, but at the cost of power.",
ldstr.301c7182a017228088da2a97b7e5ef9b, They also sport menacing serrated blades at their tips that can inflict additional damage to your opponents in melee combat.,
ldstr.e89d5d5a9af054d0516adb6ce1541583, They also sport menacing spikes at their tips that can inflict additional damage to your opponents in melee combat.,
ldstr.f088503a9dcbcdb9aea96513f5b8945b, They are enhanced with {0} serrated blades that can inflict bleeding wounds.,
ldstr.352ea0d6cbf75b3066969c03c899eb9d," They are enhanced with {0} spikes that can puncture the target, dealing extra damage.",
ldstr.e262b7607410077c5e4e81af58f2e179, They are reinforced with {0} plates to pack some extra punch.,
ldstr.0fc3350ce7f1abeb69b8ad443e9a3bf8, They're also reinforced with {0}metal plates.,
ldstr.8e6330621da03ad05e4b44ed60e7397b, Unknown,
ldstr.e50d3c03aea89f8081c68cc39280461b, With your effective hacking skill you could disable a lock of up to {0} difficulty rating with this device.,
ldstr.763ba6001aa2d994339527749bccc24e, With your effective lockpicking skill you could hotwire an ignition lock of up to {0} difficulty rating.,
ldstr.8ed1f783ff0cd9e3c3e9cbc7310dad6b, With your effective lockpicking skill you could pick a lock of up to {0} difficulty rating with this lockpick.,
ldstr.7c96e0456b430a0b1aeb0269cb8ef2be, Wreckage,
ldstr.12dd1ba3b64020015e1b70bd77c2f9ed, [completely encumbered],
ldstr.bfd75753977f7bfabf73c6531593601d, [heavily encumbered],
ldstr.7dc1efa9503edfa4b13680383c21e627, [immobilized],
ldstr.3dbb9c03d4aaf42ccffff220e24c3886, [lightly encumbered],
ldstr.628988d352159291421c97906ddf68ce, [too difficult],
ldstr.80178b051ebaf7530abedc160f6e1e3c," a black dragon,",
ldstr.de851f54cd99ecd1830e849a19a7b56c," a demon squid,",
ldstr.4ac2f173f7c7d8798dc6698442958856," a ghostface,",
ldstr.1c55ef550b37e0a7c3ac77f57d315de1," a minihead,",
ldstr.6737d1806113d559ee998252ece8753a," a pentapus,",
ldstr.e044b7fbbd62415af1aca14785d3efae," a phantom jelly,",
ldstr.1e258bf6f825322e6b98ca9d5e999b0c," a shrimp,",
ldstr.06c202eb73f24e5a0529c57b2fc2cc74," a slackjaw,",
ldstr.514d2d63b75aefc56cd388ef1c8466ee," a walking fish,",
ldstr.811052a66ef299aefadbb0f286fa3523, action point,
ldstr.857fe46a930fc11385b2c568e68271b5, action points from fatal throw.,
ldstr.df511f3a3981d12f4074f6e86728d7a0, action points.,
ldstr.b78058fe0446da352b50dba0b69a658a," an anglerfish,",
ldstr.33084cee3d6a71207028898d636dc8cd, and movement points by {0},
ldstr.a459fd8a6204551da1f8bc68bb21d58d, as initiator,
ldstr.c48dbb760eb8643a73068d685dbc544d, as it plunges to the ground! The race takes down another great contender. May it rest well.,
ldstr.fd68cc2cfadc1ed0d61169fee2b76d92, become Invictus or join the one hundred and fifty six gladiators slain by Dread Lord?,
ldstr.e5874ebfcf7632c87215f78905979084, by being a total commando.,
ldstr.ba9ea14b17f5458b78d66876782306c7, by escaping bonds.,
ldstr.9f53dad0b3fc07531a897ffe9aab7d4a, cannot be initialized. Dependant module not loaded: ,
ldstr.a5637b08ce0689b4ee98847d3c0eff79, captured!,
ldstr.c0e268fb1c13322105d289432236c05c, charons,
ldstr.268bd7273a3a89c5d44b5493bf56f3ba, confront Dread Lord?,
ldstr.328a25a5935768079cfe0cd7fb99579b, does not exist in ,
ldstr.a9a0e52da0436f360a292e3d907cf2c0, doses,
ldstr.4c5854977c4d78a3418b1d6b95fc91c5, energy,
ldstr.5e2b8f4e9407858a72028e650fec2390, goes down for it just like that!,
ldstr.970856514f543c59aa39419b627d3d9c, has fallen for the greater good. But its name will live on forever. HOPPERDROME!,
ldstr.d12ae652670124bd59906f45e63f81f3," has fallen on this day! We will not forget you, friend.",
ldstr.cde60ecd133998e800a0d2b4ae1543bb, head gets a free dose!,
ldstr.f7054067c649d86cf44120b3235bb2a1, is dominating!,
ldstr.a2011d0017d0558163bdb469927accf0, is going the wrong waaaay!,
ldstr.08ef31d7bddd2f1951cc8ef18b663a0e," is just killing everyone, including some of the best gladiators!",
ldstr.24f4d3d31b6f50cfbeabdb3af5845da6, is no easy target!,
ldstr.d4817e7f21aefae8edb5ffde74b5e16c, is no more!,
ldstr.2f0e7750fd231c0459bc705f3f7e3513, is the new Invictus!,
ldstr.d1db5a4de522fff9c121a897aa63302b, is the winner once more.,
ldstr.6583c5b2abcafeb7e5be04759b94bc52, lap for *,
ldstr.261062c8299d464763dc0020b79f9a7a, lap is always intense!,
ldstr.b4f53feb873b5ee083b69e066ea34037, lap!,
ldstr.5a4f993bd7dcc497c9809bdcf151490e, lap! How amazing is that?!,
ldstr.7efbf4e83ba099ffc109d1bf20dda875, lap! Outstanding performance!,
ldstr.d2255fc0372276bfcb32aca69155a874, lap! That was hardcore!,
ldstr.08058b684703f291e26e42be47d0ce43, movement point,
ldstr.1db5e03bd26217094702a0f8f2f1102f, movement points due to walking over sticky spider web.,
ldstr.90e5b23206c9e3f6e082d758980a3076, movement points due to walking through sticky oil.,
ldstr.15742adaca50479225012719433a6756, movement points.,
ldstr.af777ec481a0ab5ea7ae330a0731db8b, of the occupying item's requirements.,
ldstr.05b04b32ea3eb42defc5a9a65c05d461, of {0}'s shield.,
ldstr.458a849ffbdcabadcd08198236fb6f4f, on the other.,
ldstr.068cc56adfacb490ffb4f796601d1a77, psi abilities,
ldstr.61471ea9ecf04335b6b5aca8a383adc9, reserve psi points.,
ldstr.efcec8ffd3827c4c99c4b11557bf4e3a, succumbs to its wounds! Tragic and heroic.,
ldstr.e457a0e030186ac961eb629a13f33838, through fancy footwork.,
ldstr.73ab43cb7bb2494891690c7e2d69e716, through hit and run tactics.,
ldstr.c31a5826b5cbd60bdeb64c9a844d7500, through shooting spree.,
ldstr.d7acb5e60f278468add1c7f95623e3c3," to battle Dread Lord, the current Invictus.",
ldstr.1b5d482e16c16ab838bf75c2a2fb8150, turn,
ldstr.5b46346bedbb59062fde946293d8f5fe," was about to dominate the race, its heart failed it. Be proud of your champion, dear fans, it gave everything it could to win the race for you.",
ldstr.fec023701d4ed7a6724d4a9c1a2357c3, weapon,
ldstr.757425c8611bce11d2b556e16f2ac0c8, weapons,
ldstr.e0a55d09a869f538797089310aa9a308, wearing ,
ldstr.2e39f7f255a783066cf330e3ecfe5258, when not in stealth,
ldstr.d5dfe7ec3184ae6a1d5a8f12eecd00b3, while not in stealth,
ldstr.96f51471b4428810539b899a0a2359dd, with Headlight,
ldstr.2ad024451879ad34851e20a498ee9894, with Shield,
ldstr.49287a724a19acfa78a8470794ecd2c1, with a ,
ldstr.000a480f54aaa4c23929314c5b70424b, with {0} Shield,
ldstr.088f5e6a727168e4dba5057ec053c7d8, with {2},
ldstr.1ea91d5bbe166f8c987589bd6349b64e, {2} for ,
ldstr.376905b7f35ff439e5c877c886a8b6a9, {2}'s vehicle for ,
ldstr.4913612c20daf780ce70628a1edec14a,! And a sad day for its fans...HOPPERDROME takes another competitor to its glorious hall of fallen racers as ,
ldstr.83094569e49fad1ef49b766b4bd81f1d,! Give us a bloodbath!,
ldstr.7f123ddd28aad5b3e3bd27502fe067f3,! How will this affect the tide of the race!?,
ldstr.416e180279014974c76d424b09bbcd74,! The crowd is chanting ,
ldstr.85e457acb1fd116fb82cb19e1360d9ec,! Well done!,
ldstr.de60c9266c36995c168176827e324788,"!* Hell yeah, you can do it!",
ldstr.bd5d5a92d8989e8d6f7a975810de3161,!Failed to retrieve capability!,
ldstr.824565cac715e1e77c73d9a135ed7625,"""Place the tip of the scalpel just below the sternum...""",
ldstr.eb4887b1c24386e6cb26446d239e9996,#AB000100/12:20 - ...by Biocorp Armory with the purpose of storage and assembly of naval assets for the glorious...,
ldstr.763fa2ed69480aeb2e0c70036e61488e,#AD032250/21:05 - ...#HM020H arrives with Biocorp Industries-made shells compatible with the mutagen-filled warheads for Strike Group Ceto...,
ldstr.3e04e9f172ffe4bf7b797f0b43f91d5a,"#AD032390/07:50 - ...#HM020H arrives with replacement parts, as the much-grieved accident with a faulty mutagen warhead...",
ldstr.3dd095223248b74be687e8f5ae41fd81,"#AD032447/02:30 - ...vessel #CM025B arrives to carry ordnance to Strike Group Ceto, to be used against the evil...",
ldstr.c0eadf61d51af1380fa24ed62e8eda57,#AD032452/04:15 - Biocorp Undernavy vessel #CM025B departs for the heroic Strike Group Ceto...,
ldstr.26a60a1df403b49ee027677fe1118f26,"#AS000337/23:40 - ...Vessel #PC001A arrives, carrying the expert Biocorp Armory inspectors, whom are an essential instrument in the...",
ldstr.d593b0b846b150dc81086d32c304a47f,"#AX006221/08:45 - ...last Biocorp Undernavy vessel, its departure marking an end of an era emblazoned with...",
ldstr.40c4d2429a51f220cd23f1116015a423,"#ERROR - ...broken, another proof that this entire series of exoskeleton grabber modules is faulty. The materials used are clearly...",
ldstr.4e6fb03dc1bdb3e83f3e35e77eab469b,"#ERROR - ...by Biocorp Industries for assembly. We've already received the specification files for the jet ski parts, and a range of models...",
ldstr.2dd86c6ba9bd78be57e5554459754725,#ERROR - ...canister shells intended for Ceto as they were loaded onto the ship. We inspected the grabbers used by the exoskeleton...,
ldstr.d43a52a432ed84a5054e09db28521440,"#ERROR - ...determined that there were no faults with the mutagen warhead, and that the incident happened because of incorrect handling by the operator. The Biocorp...",
ldstr.67ec068878ae5958694b426f01b0de71,#ERROR - ...disbandment of Biocorp Undernavy. We will be working overtime in order to assemble all the jet skis the Waterway Guard...,
ldstr.8914005de3793d5bb9a57e4069b41580,"#ERROR - ...for Strike Group Ceto. The canister shell that fell from the rack was empty, but if the...",
ldstr.847b1434db560202d00258e20c45c6e1,#ERROR - ...from Biocorp Armory to Biocorp Industries. The entire machine shop will be outfitted with...,
ldstr.f3c3afd55ab6c5c3a6039d1c7e899cb9,#ERROR - ...including the limited series jet ski engines and batteries from Biocorp Armory which have arrived today. The testing will take approximately...,
ldstr.0b6a2b7710abc4c29747c055d765b3c0,"#ERROR - ...individual relays for the two sonar stations. After the repairs are completed, Biocorp Undernavy official instructed us to transport the stations and all the relays to North...",
ldstr.ba13b162aa1e5bcb8b6db05bf8f75c4e,#ERROR - ...leftover canister shells unused by Ceto will remain in the facility. They are stored according to...,
ldstr.54af8a6d6c405c476741f6f8d2634960,"#ERROR - ...no more live specimens from Hollow Earth. New ones will be arriving in a few days, so the containment area will need new electric...",
ldstr.b46b292810917f7f4a04bd7e57862f74,#ERROR - ...numerous scavengers near the junkyard. Due to the high volatility of the last...,
ldstr.ce1e2723b50ae82399f0956fe234dbaf,#ERROR - ...repair the second elevator to Hollow Earth. This cannot be done before the shipment from Biocorp Industries arrives...,
ldstr.80b1c2544bc3978950c3ecdad8a1af05,"#ERROR - ...rig the mechanism, per technocrats' request, to release the mutagen gas in quantities...",
ldstr.3fd56884575af40321f647b22dd6d317,"#ERROR - ...rocket launching system for one of these new Biocorp Armory combat jets. Additionally, the advanced sonar...",
ldstr.f7bbbb8c46fe0737fa2e8ec396a45403,#ERROR - ...seventeen out of twenty-four power units straight to southern junkyard and...,
ldstr.097226a8f5fbb27f80e6c571315298e5,#ERROR - ...the Undernavy inspection team have checked all of the mutagen warheads and are pleased...,
ldstr.69c27f29fb6900eb85e8a591de710287,"#ERROR - ...to a different location, as the Junkyard settlement has grown too large...",
ldstr.91b8fe66eb7a3e9be378a4cb5a4a1596,"#ERROR - ...to conduct another experiment. The installation was overseen by the technocrats personally, and the disposal of the...",
ldstr.685845e8d07e08a131d7d27f0a619387,#ERROR - ...to fine-tune the equipment brought from Hollow Earth by the technocrats. These include two units for chemical...,
ldstr.500b2dbcd0ab59e8f8b82d1f6d7a1104,"#ERROR - ...to leak, as one of the workers thought would be funny to shove a screwdriver right into the back of the exoskeleton...",
ldstr.def30863cff5ef722bfc9ee7ab9af97d,#ERROR - ...which caused the power pack to explode and kill the exoskeleton operator. New power packs have been ordered...,
ldstr.8b7d08fea870143df152ea33317265d4,#ERROR: Blueprint not found,
ldstr.945cbdbb5807a6361e59d32cb74d2c94,#ERROR: Controls disonnected,
ldstr.e5715e8a0251c507f3485731962b7fd9,#ERROR: Document not found,
ldstr.2797cf9bac4a98bdf9c794b4ee372db8,#ERROR: Power controls disonnected,
ldstr.75ab6c14691f7600af0f690c6cd83601,#IA000001/07:00 - ...looking forward to the just-declared Biocorp Industries takeover and repurposing of this facility...,
ldstr.04b5c7f650597b921be5ed5a73f2453b,"#IA000490/05:00 - ...first-ever jet ski shipment to the newly-formed Waterway Guard, evoking memories of Biocorp Undernavy and the days when Briza, named after a deity that protects mariners...",
ldstr.ce781e509a4a67b2151e82208d4288ba,"#IC007814/09:00 - ...arrives to give a commemorative speech for the anniversary of one of Biocorp Industries' saddest days, one in which our colleagues turned against...",
ldstr.321481276abf8e48978d619679a3f852,"#ID000719/18:10 - ...completed, so that personnel from Hollow Earth can finally reach the facility...",
ldstr.f59e24d24444c3c8ba32ef15c19179db,"#IF006431/03:40 - ...arrives with the equipment for Hollow Earth. The shipment will, unfortunately, have to be stored until the elevators are repaired...",
ldstr.d3a975195d277470f783a212ab6fe464,"#IF167990/05:00 - ...#CC015T arrives, carrying canisters with the new D5 mutagen, personally requested by no other than the great...",
ldstr.22c2c7b2b26b9670c5de3ba1f069561c,"#IF168120/02:15 - ...#CM666G arrives, carrying the much-awaited test animals that the technocrats had explicitly requested...",
ldstr.f9e4b4158365f4bdb972c0c9bc6dcb7b,"#IF168212/01:30 - ...by the technocrats and verified Hollow Earth personnel *only*, and no one else. I will stand watch restless if need be...",
ldstr.2f2953e62b1db4c7bc3d2719aea5f225,"#IF170000/03:40 - Vessel #PC001B departs for Dis, North Underrail. The technocrats aboard it, the pioneers of...",
ldstr.4e3ecfa22cf00e5b48e2c3f5f8330fa4,"#IK009432/15:30 - Vessel #CC034K departs for junkyard, shipment code #WD0023.",
ldstr.561c06f076fb3da5e040b6dffcab1db5,"#IK017564/20:35 - Vessel #CC033J departs for the junkyard settlement, shipment code #WD0544.",
ldstr.74061a0a51a03829d0097431c4e54f18,"#IK027899/11:10 - Vessel #CC001Z departs for Junkyard, shipment code #WD1178.",
ldstr.1d06b56be8051c6f86dc884f5647c65f,"#IM008901/11:20 - Vessel #CC015D arrives with a shipment of exoskeleton modules, shipment code #BIE8927.",
ldstr.a6d2526b7359ae591da0483374baa44c,#IN000020/16:30 - Vessel #CC016D arrives with new exoskeleton units to replace the ones lost in a last-week's cave-in...,
ldstr.79e7fda2dc51b08c1de21d7e3bb8e12b,"#IO000345/10:15 - Vessel #CC019E arrives with a shipment of exoskeleton power packs, which are thankfully lighter, safer and less volatile than the...",
ldstr.b9a81948cd859ff3a1f4308db2c56a33,#IS058199/15:40 - Vessel #HM034P arrives with rocket launchers for the new line of Biocorp Armory combat jet skis...,
ldstr.75875b19ff8069f100729759ca3fd583,% : Auto-equip mode: ,
ldstr.d2fe05a6aa5e5cab5f3c4481f1ce56b6,' blueprint,
ldstr.e4ed7fcea843e8b4b445b3d45b539631,' could not be found in list of possible answers to question.,
ldstr.aa25086f4b0787145824b95eb27e69a8,' does not implement IModule interface.,
ldstr.3cc13050f2950ba36b48fb3b27138605,' for command ',
ldstr.f4df1ed2c166658dd10ea9e5e3678455,' retrieved successfully.,
ldstr.d837141a7ce5ea98a49a139e067ca4fd,') does not have a default constructor.,
ldstr.eb27589e5e572fdd911d13db04862a34,"', FullTypeName: ",
ldstr.a19e7b328601b9237d991a0f673d5c8e,'. Alias already registered.,
ldstr.565dd0ef56d6ae898338c61e5c61c8d3,'. Exception: ,
ldstr.3441610ba806b1f1bfa6756e5d9ffb36,'. Failed to retrieve target object.,
ldstr.65d51bc81ceb1467d95bfc5f29497c1e,'. Invalid array rank.,
ldstr.4cf21b51b86e447a028bcb536d645041,'. Missing components.,
ldstr.91a2ef2f28ff85fa698a30c58055499a,'. Unexpected end of sequence.,
ldstr.04eb0cd161d6eff403afb4bf2834e77e,'Ey! Drop it!,
ldstr.36a994b75795430f310e8f704e696f96,'Kay. Let's give it a shot...,
ldstr.37d49ed82299006a9613941147b22593,'s Corpse,
ldstr.ac7f6228d851cd44279cd4c6f0948d4d,'s escaped!,
ldstr.284fada3fa82666f19913623dae2c94e,"'s tasty, mmm... ::crunch::",
ldstr.242eee37b264c2f9c7ec075120dc97f6,'{0}' from {1},
ldstr.2a4587ea3b34323ce60b0bde97e8e24a,"(Invoker: '{0}', Proxy: '{1}')",
ldstr.7ec33c478cef5fc16867aadb527fb887,"(Invoker: '{0}', Proxy: '{1}', Target: '{2}')",
ldstr.17a756e263e41da557c604639bf3bdcb,(Usage time: ,
ldstr.98ad98c62db00f25c39176acf588a137,(item or definition was null),
ldstr.46e1ea14211fd380545bcc75aab9e7f1,(regenerating),
ldstr.de2e7ffdf2211b91b11768fbcd307ad0,)'. Exception: ,
ldstr.ed098ab5142bca4359e8ca684eb9ecb6,). Exception: ,
ldstr.4880460f76b1e0d35a08574472d17d97,)not found for module: ,
ldstr.61aba30b8e406fbf04713edc968e2c20,"* ! Are you awake!? Lets go, lets go!",
ldstr.02c309c489ff0afa6e7dcd0201d4dfa3,* ! What happend to it?!,
ldstr.faa68edda106af61c8b499121a4b94c8,* alright? That did not look good!,
ldstr.493c33374a6bbb7cb5780da8687f3758,* as it finishes its ,
ldstr.c4cfc381c2e497d32725bc36fd8bf8b8,"* as it hops a lap down, with *",
ldstr.db3806a524008171c250372292065b61,"* as it its on fire right now, it has *",
ldstr.17e8bd52aa9de5c10092c28863318443,* bumped its head! Hopefully wasn't too bad.,
ldstr.7f77911c8196f7b3d74edb18a1d5033c,* completed its ,
ldstr.524e8a1d3c7b2cb6f103f68c66b41332,* does it have what it takes !? Let's go!,
ldstr.d3a5fe28f0962c2f657724f8d6adf58a,* finished a damn fast ,
ldstr.8916670c1207209b616d85fda1f9889b,* finishes its ,
ldstr.a31efd4c749996f53878433a7c0abf98,* finishes the ,
ldstr.77bb968687bad788d2206ff1a228c43f,* for *,
ldstr.2c6808c009452fac78f4ff8d6a17f6d1,* for the amazing *,
ldstr.1da42dae44a7ea9ea33bdf1296d453b0,"* for the magnificent, *",
ldstr.669b32d69909fdf004a85af074333b0e,* go?,
ldstr.bdec207c5feba0cd8f1466e157026bfb,* has completed its ,
ldstr.02f9fc2e89eeb719c5b8c63377e887f0,* has finished the lap number: *,
ldstr.39862450f35b6d5a2e0f9fd720c7d134,* hops down its ,
ldstr.5da9b2ab318968a84760b29b3fadd9da,* is completed by *,
ldstr.339c651cfe49b9b89930107e07d89cc5,* is crossing the finish line for its ,
ldstr.e2e9e4b0054af2385cdfb8a02843e608,* is getting dizzy!,
ldstr.9126d9822671d3f325b19e9ab9dd899b,* is having some trouble!,
ldstr.1fdee44b7422bd46f99b96a2bb014fba,* is on the move! It just finished its: ,
ldstr.48c377c1fa5bbe83387a9544bc74c3f8,* is rolling through! The lap ,
ldstr.a3c9093617ec59dba1503ac2cb2f9cd1,"* is slow as a rock, or fast as a bullet, but the lap ",
ldstr.a99b3f088bfdfd547e7d1dc71b3611b0,* is struggling!,
ldstr.856d047f80195c84f020eb10709e6ff3,* is-is ... FADING AWAY?!?!,
ldstr.f38c29f06eaf06f17701aabd9d4b2c74,* just blazed through its ,
ldstr.245fdd15e04118845772966ae92e55b8,* just circled its ,
ldstr.badb9c47118da19f01f958f73611d671,"* just entered its final lap, give it your all, little buddy!",
ldstr.48451dfc41b2b87abc239eb82db7f372,"* just received an injury, ouch!",
ldstr.683403b7e07ebe60ed42035c0e53489a,* just suffer a heart attack?,
ldstr.5b0715715d975d629a4a5f7b586287c5,* just vanish before my eyes?,
ldstr.82513ff95e394f4a9bdbd152ce5b02f5,"* just, ehm... vanished?!",
ldstr.dc6551128bb62bec84916a4f9ce47e1c,* laps down and *,
ldstr.e035671691c58e66ba11b474324a5f15,* laps left to go!,
ldstr.f3c74e55fc4285fff237337cc82c47e9,* laps to go for *,
ldstr.9273f93ab7799ee1f05affefad05c62a,* leaps through its ,
ldstr.c22bcccd596e4b5291c50c50a57bdc59,* left to go for you little buddy!,
ldstr.d57ed52bb9faee438c451183735b0d49,* left to go!,
ldstr.f2dce0e6b1a50a59ddd20773d2b57a12,"* left to hop down! Give it up, everybody!",
ldstr.b0e9ab6afb6ffbcba2de0c7c48ee1250,* limps in pain. Ouch!,
ldstr.44a28639fb9b4bfe721e1d1577663ded,* made a bad step! That's gotta hurt,
ldstr.f8e99407d28c6551cca1dad9dadba302,"* only one more lap to go! Hopperdrome cheer it up, lets GO GO GO!",
ldstr.88f675fd261c4479ea59cb5ea74befec,* quivers in pain.,
ldstr.21428ae30aacbebbcc82030bf0635c85,* slipped really hard.,
ldstr.e27f222fef21a2f5101de6bcbcdf927b,"* squeals! Come on, come ON!",
ldstr.afae9b9b7a36ea0ad6bd855311516a32,* there's still *,
ldstr.3a16fab332c272fd4cb361c068580c84,* why did you stop!?,
ldstr.baa5f36dd98c9af92ea7cd09ee46786a,* will not be happy. Last place it is for it.,
ldstr.bd56ece4052f31068c6d7b92259bdd7f,*! Blood will flow all over the track after that injury!,
ldstr.7e1ebe3700002d85827f4c3127007391,*! Can it actually pull this off?,
ldstr.538c673fd496143b5e57f66d8603c091,*! Can it keep up?,
ldstr.230717d2c81623377eb488bb15e31285,*! Damn that was fast!,
ldstr.fd20f321f81c11bcfb08de6f38029f66,"*! Don't bail on us now, buddy!",
ldstr.1e9f111cbe960cd65e3849a90ef56dea,*! Don't give up now!,
ldstr.efe72fc97edf9978f31c68ccc1cefa87,*! It needs a break!,
